NRA,NOMBRE,SECTOR,ESTADO,MUNICIPIO,SUSTANCIA,UNIDAD,AIRE,AGUA,SUELO,REUTILIZACION,RECICLADO,COPROCESAMIENTO,TRATAMIENTO,DISP_FINAL,ALCANTARILLADO,INCINERACION,OTROS,Comp_or_persist,Gases_Efecto_Invern,Hidrocarb_arom_y_alif,Metales,Organohalogenados,Sust_agot_del_ozono,Plaguicidas,Otras_sust_peligr,GRUPO
ACARP2300511,Aeropuerto de Cancun SA de CV. AEROPUERTO DE CANCUN SA DE CV,Otros,QUINTANA ROO,Benito Juarez,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,3.7542,,,,1,,,,,Metales
ACARP2300511,Aeropuerto de Cancun SA de CV. AEROPUERTO DE CANCUN SA DE CV,Otros,QUINTANA ROO,Benito Juarez,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.3201,,,,1,,,,,Metales
ACAS73005311,AB CALSA S.A. DE C.V.. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuitlahuac,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,3.559,,,,1,,,,,Metales
ACAS73005311,AB CALSA S.A. DE C.V.. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuitlahuac,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,27.2011,,,,1,,,,,Metales
ACAS73005311,AB CALSA S.A. DE C.V.. ,Alimenticio y/o de consumo humano,VERACRUZ,Cuitlahuac,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,100.0977,,,,1,,,,,Metales
ACA2300500033,MAYA MOTRIZ.  S.A DE C.V. NISSAN COLOSIO,Automotriz,QUINTANA ROO,Benito Juarez,Niquel (compuestos),Kg,0,0,1.2603,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACA2300800026,MAYA MOTRIZ.  S.A DE C.V. NISSAN PLAYA,Otros,QUINTANA ROO,Solidaridad,Niquel (compuestos),Kg,0,0,1.477,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACA460801121,ATHLETIC DE CAMARGO SA DE CV. Russell Athletic de Camargo,Textiles.  fibras e hilos,CHIHUAHUA,Camargo,Bioxido de carbono,Kg,605755,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ACA8A1502411,ACEROS CAMESA S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),MEXICO,Cuautitlan,Arsenico (compuestos),Kg,0,0,0,0,0,0,0,0,2.1489,0,0,,,,1,,,,,Metales
ACA8A1502411,ACEROS CAMESA S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),MEXICO,Cuautitlan,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,1.7908,0,0,,,,1,,,,,Metales
ACA8A1502411,ACEROS CAMESA S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),MEXICO,Cuautitlan,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,35.8146,0,0,,,,1,,,,,Metales
ACA8A1502411,ACEROS CAMESA S.A. DE C.V.. ,Metalurgica (incluye la siderurgica),MEXICO,Cuautitlan,Mercurio (compuestos),Kg,0,0,0,0,0,0,0,0,2.1488,0,0,,,,1,,,,,Metales
ACCUB1802011,Asociacion de condominos del condominio maestro Los Flamingos.  A.C.. Condominio Maestro Los Flamingos,Otros,NAYARIT,Bahia de Banderas,Cromo (compuestos),Kg,0,0,11.1609,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACCUB1802011,Asociacion de condominos del condominio maestro Los Flamingos.  A.C.. Condominio Maestro Los Flamingos,Otros,NAYARIT,Bahia de Banderas,Niquel (compuestos),Kg,0,0,4.6471,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACE7T2201611,ACERLAN MATRIX METALS S.A. de C.V.. ACERLAN MATRIX METALS S.A. DE C.V.,Metalurgica (incluye la siderurgica),QUERETARO,San Juan del Rio,Cromo (compuestos),Kg,0,0,1.3583,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACE7T2201611,ACERLAN MATRIX METALS S.A. de C.V.. ACERLAN MATRIX METALS S.A. DE C.V.,Metalurgica (incluye la siderurgica),QUERETARO,San Juan del Rio,Niquel (compuestos),Kg,0,0,3.1514,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACE7T2201611,ACERLAN MATRIX METALS S.A. de C.V.. ACERLAN MATRIX METALS S.A. DE C.V.,Metalurgica (incluye la siderurgica),QUERETARO,San Juan del Rio,Plomo (compuestos),Kg,0,0,4.3739,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACE7T2201611,ACERLAN MATRIX METALS S.A. de C.V.. ACERLAN MATRIX METALS S.A. DE C.V.,Metalurgica (incluye la siderurgica),QUERETARO,San Juan del Rio,Bioxido de carbono,Kg,6536352.27,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ACE8V2500111,Alambrados y Circuitos Electricos.  S. de R.L. de C.V..  Planta VII,Automotriz,SINALOA,Ahome,Plomo (polvos respirables.  humos o vapores),Kg,0.091,0,0,0,212.28,0,0,0,0,0,0,,,,1,,,,,Metales
ACIRP0801911,Aeropuerto de Chihuahua S.A de C.V. Aeropuerto de Chihuahua,Otros,CHIHUAHUA,Chihuahua,Arsenico (compuestos),Kg,0,0,1.387,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACIRP0801911,Aeropuerto de Chihuahua S.A de C.V. Aeropuerto de Chihuahua,Otros,CHIHUAHUA,Chihuahua,Cromo (compuestos),Kg,0,0,1.387,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACIRP0801911,Aeropuerto de Chihuahua S.A de C.V. Aeropuerto de Chihuahua,Otros,CHIHUAHUA,Chihuahua,Niquel (compuestos),Kg,0,0,1.387,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACIRP0801911,Aeropuerto de Chihuahua S.A de C.V. Aeropuerto de Chihuahua,Otros,CHIHUAHUA,Chihuahua,Plomo (compuestos),Kg,0,0,1.387,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACM3L1100711,AVON COSMETICS MANUFACTURING S DE RL DE CV. ,Quimica,GUANAJUATO,Celaya,Cadmio (compuestos),Kg,0,1.5549,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACM3L1100711,AVON COSMETICS MANUFACTURING S DE RL DE CV. ,Quimica,GUANAJUATO,Celaya,Cromo (compuestos),Kg,0,1.5549,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACM3L1100711,AVON COSMETICS MANUFACTURING S DE RL DE CV. ,Quimica,GUANAJUATO,Celaya,Niquel (compuestos),Kg,0,7.7289,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACM3L1100711,AVON COSMETICS MANUFACTURING S DE RL DE CV. ,Quimica,GUANAJUATO,Celaya,Plomo (compuestos),Kg,0,6.5856,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ACO7F1510411,ACEROS CORSA S.A. DE C.V.. GERDAU CORSA,Metalurgica (incluye la siderurgica),MEXICO,Tlalnepantla de Baz,Bioxido de carbono,Kg,7927679.2,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ACR7X0803711,ALFA CRONOS SA DE CV. ALFA CRONOS S.A. DE C.V.,Quimica,CHIHUAHUA,Juarez,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,1.5466,0,0,,,,1,,,,,Metales
ACR7X0803711,ALFA CRONOS SA DE CV. ALFA CRONOS S.A. DE C.V.,Quimica,CHIHUAHUA,Juarez,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,3.6088,0,0,,,,1,,,,,Metales
ACR7X0803711,ALFA CRONOS SA DE CV. ALFA CRONOS S.A. DE C.V.,Quimica,CHIHUAHUA,Juarez,Bioxido de carbono,Kg,658110.7,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ACSKE2402811,AUTOMOVILES COMPACTOS DE SAN LUIS SA DE CV. Volkswagen Potosina,Otros,SAN LUIS POTOSI,San Luis Potosi,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,42,0,0,0,0,0,0,,,,1,,,,,Metales
ACT7X0200311,ACABADOS DE CALIDAD TECATE SA DE CV. ACABADOS DE CALIDAD TECATE.  S.A. DE C.V.,Quimica,BAJA CALIFORNIA,Tecate,Niquel (compuestos),Kg,0,0,0,0,0,0,0,2.34,8.2774,0,0,,,,1,,,,,Metales
ACUKE1903911,Autopolis Cumbres.  S.A. de C.V.. Nissan Autopolis Cumbres ,Otros,NUEVO LEON,Monterrey,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,721.65,0,0,0,0,0,0,,,,1,,,,,Metales
ACUKE1903921,Automotores Cumbres S.A. de C.V.. ,Otros,NUEVO LEON,Monterrey,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,119.658,0,0,0,0,0,0,,,,1,,,,,Metales
ACUKE1904811,Autopolis Cumbres.  S.A. de C.V.. Nissan Autopolis Santa Catarina,Otros,NUEVO LEON,Santa Catarina,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,543.15,0,0,0,0,0,0,,,,1,,,,,Metales
ACU1903900043,Autopolis Cumbres.  S.A. de C.V.. Autopolis Nissan Gonzalitos ,Otros,NUEVO LEON,Monterrey,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,1123.734,0,0,0,0,0,0,,,,1,,,,,Metales
ACV5H1605311,ALKEMIN.  S. DE R.L. DE C.V.. ,Quimica,MICHOACAN,Morelia,Bioxido de carbono,Kg,371846.3,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ADH5G2901511,Adhesivos.  S.A. de C.V.. ,Quimica,TLAXCALA,Ixtacuixtla de Mariano Matamoros,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,1.1763,,,,1,,,,,Metales
ADH5G2901511,Adhesivos.  S.A. de C.V.. ,Quimica,TLAXCALA,Ixtacuixtla de Mariano Matamoros,Bioxido de carbono,Kg,2244701.7,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
ADLSE0706211,ACUAGRANJAS DOS LAGOS SA DE CV. ACUAGRANJA DOS LAGOS SA DE CV,Quimica,CHIAPAS,Ostuacan,Arsenico (compuestos),Kg,0,7.6582,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ADLSE0706211,ACUAGRANJAS DOS LAGOS SA DE CV. ACUAGRANJA DOS LAGOS SA DE CV,Quimica,CHIAPAS,Ostuacan,Cromo (compuestos),Kg,0,4.1772,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ADLSE0706211,ACUAGRANJAS DOS LAGOS SA DE CV. ACUAGRANJA DOS LAGOS SA DE CV,Quimica,CHIAPAS,Ostuacan,Niquel (compuestos),Kg,0,3.3069,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
ADLSE0706211,ACUAGRANJAS DOS LAGOS SA DE CV. ACUAGRANJA DOS LAGOS SA DE CV,Quimica,CHIAPAS,Ostuacan,Bioxido de carbono,Kg,2673179.4,45720,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEC0801900362,ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.. ALTEC ELECTRONICA CHIHUAHUA SA DE CV PARQUE TECNOLOGICO BAFAR,Equipos y articulos electronicos.  electricos y domesticos,CHIHUAHUA,Chihuahua,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,3783.7,0,0,0,0,0,0,,,,1,,,,,Metales
AEC0801900362,ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.. ALTEC ELECTRONICA CHIHUAHUA SA DE CV PARQUE TECNOLOGICO BAFAR,Equipos y articulos electronicos.  electricos y domesticos,CHIHUAHUA,Chihuahua,Mercurio,Kg,0,0,0,0,0,0,0,0,0,0,63.5,,,,1,,,,,Metales
AEEBU0900711,ALUMINIO EXTRUIDO EXTRAL.  S.A. DE C.V.. PLANTA 2,Quimica,DISTRITO FEDERAL,Iztapalapa,Bioxido de carbono,Kg,434392,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEEBU0900712,ALUMINIO EXTRUIDO EXTRAL.  S.A. DE C.V.. ALUMINIO EXTRAL,Metalurgica (incluye la siderurgica),DISTRITO FEDERAL,Iztapalapa,Bioxido de carbono,Kg,423244.8,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEMSP0805111,AGNICO EAGLE MEXICO SA DE CV. AGNICO EAGLE ,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Arsenico (compuestos),Kg,0,1.0701,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEMSP0805111,AGNICO EAGLE MEXICO SA DE CV. AGNICO EAGLE ,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Cromo (compuestos),Kg,0,3.8218,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEMSP0805111,AGNICO EAGLE MEXICO SA DE CV. AGNICO EAGLE ,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Niquel (compuestos),Kg,0,3.0574,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEMSP0805111,AGNICO EAGLE MEXICO SA DE CV. AGNICO EAGLE ,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Plomo (compuestos),Kg,0,3.0574,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEMSP0805111,AGNICO EAGLE MEXICO SA DE CV. AGNICO EAGLE ,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Bioxido de carbono,Kg,21993361.2,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEMSP0805111,AGNICO EAGLE MEXICO SA DE CV. AGNICO EAGLE ,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Plomo (polvos respirables.  humos o vapores),Kg,217.3165,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEMSP0805112,AGNICO EAGLE MEXICO SA DE CV. Agnico Eagle Mexico,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Plomo (compuestos),Kg,6.5,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEMSP0805112,AGNICO EAGLE MEXICO SA DE CV. Agnico Eagle Mexico,Metalurgica (incluye la siderurgica),CHIHUAHUA,Ocampo,Bioxido de carbono,Kg,1976224.034,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEM0900700106,Auto Electricos de Mexico.  S.A.P.I. de C.V.. ,Automotriz,DISTRITO FEDERAL,Iztapalapa,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,4.7305,0,0,,,,1,,,,,Metales
AEM0900700106,Auto Electricos de Mexico.  S.A.P.I. de C.V.. ,Automotriz,DISTRITO FEDERAL,Iztapalapa,Bioxido de carbono,Kg,721240,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEM1507000029,Auto Electricos de Mexico.  S.A.P.I. de C.V..  Planta Los Reyes,Automotriz,MEXICO,La Paz,Niquel (compuestos),Kg,0,0,3.8664,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEM1507000029,Auto Electricos de Mexico.  S.A.P.I. de C.V..  Planta Los Reyes,Automotriz,MEXICO,La Paz,Bioxido de carbono,Kg,258170,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEM972803211,ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.. ,Equipos y articulos electronicos.  electricos y domesticos,TAMAULIPAS,Reynosa,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,535.4,0,0,0,0,0,0,,,,1,,,,,Metales
AEN6A1900911,Asfaltos Energex.  S. A.  de C. V.. Asfaltos Energex.  S.A. de C.V.,Tratamiento de residuos peligrosos,NUEVO LEON,Cadereyta Jimenez,Bioxido de carbono,Kg,373753,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AEP2107400033,ASOCIACIoN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC. ,Otros,PUEBLA,Huejotzingo,Cadmio (compuestos),Kg,0,0,1.7654,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEP2107400033,ASOCIACIoN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC. ,Otros,PUEBLA,Huejotzingo,Cromo (compuestos),Kg,0,0,19.2799,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEP2107400033,ASOCIACIoN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC. ,Otros,PUEBLA,Huejotzingo,Niquel (compuestos),Kg,0,0,25.8769,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AEP2107400033,ASOCIACIoN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC. ,Otros,PUEBLA,Huejotzingo,Plomo (compuestos),Kg,0,0,12.3113,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AER1505100108,Aerobal S.A. de C.V..  ,Quimica,MEXICO,Lerma,Bioxido de carbono,Kg,669874.35,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AESL70400311,AEROSERVICIOS ESPECIALIZADOS.  S. A. DE C. V.. ,Otros,CAMPECHE,Carmen,Cromo (compuestos),Kg,0,0,2.044,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AESL70400311,AEROSERVICIOS ESPECIALIZADOS.  S. A. DE C. V.. ,Otros,CAMPECHE,Carmen,Niquel (compuestos),Kg,0,0,7.008,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AET1605300706,ACEITES ESPECIALES TH SA DE CV. ACEITES EPECIALE TH S.A. DE C.V.,Quimica,MICHOACAN,Morelia,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,1.0453,0,0,,,,1,,,,,Metales
AET1605300706,ACEITES ESPECIALES TH SA DE CV. ACEITES EPECIALE TH S.A. DE C.V.,Quimica,MICHOACAN,Morelia,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,2.0484,0,0,,,,1,,,,,Metales
AET1605300706,ACEITES ESPECIALES TH SA DE CV. ACEITES EPECIALE TH S.A. DE C.V.,Quimica,MICHOACAN,Morelia,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,2.0907,0,0,,,,1,,,,,Metales
AET1605300706,ACEITES ESPECIALES TH SA DE CV. ACEITES EPECIALE TH S.A. DE C.V.,Quimica,MICHOACAN,Morelia,Bioxido de carbono,Kg,3689270,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AFE2G0710611,CIA. AZUCARERA LA FE.  S.A. DE C.V.. ZUCARMEX,Alimenticio y/o de consumo humano,CHIAPAS,Venustiano Carranza,Bioxido de carbono,Kg,273581810,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AFE2G0710611,CIA. AZUCARERA LA FE.  S.A. DE C.V.. ZUCARMEX,Alimenticio y/o de consumo humano,CHIAPAS,Venustiano Carranza,Niquel (polvos respirables.  humos o vapores),Kg,20.418,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AFI7T0502711,CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Ramos Arizpe,Bioxido de carbono,Kg,4735330,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AFM1103200008,ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV. ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V.,Metalurgica (incluye la siderurgica),GUANAJUATO,San Jose Iturbide,Cadmio (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,2.2773,,,,1,,,,,Metales
AFM1103200008,ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV. ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V.,Metalurgica (incluye la siderurgica),GUANAJUATO,San Jose Iturbide,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,0,0,13.6635,,,,1,,,,,Metales
AFM1103200008,ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV. ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V.,Metalurgica (incluye la siderurgica),GUANAJUATO,San Jose Iturbide,Bioxido de carbono,Kg,3979362,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AFM910500221,AEES MANUFACTURERA S DE RL DE CV. ,Equipos y articulos electronicos.  electricos y domesticos,COAHUILA,Acuna,Bioxido de carbono,Kg,919193,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AFM910500221,AEES MANUFACTURERA S DE RL DE CV. ,Equipos y articulos electronicos.  electricos y domesticos,COAHUILA,Acuna,Plomo (polvos respirables.  humos o vapores),Kg,9.39,0,0,0,0,0,0,0.019,0,0,0,,,,1,,,,,Metales
AFM910503511,AEES MANUFACTURERA S DE RL DE CV. ,Automotriz,COAHUILA,Torreon,Cromo (compuestos),Kg,0,0,0,0,0,0,0,0,30.41,0,0,,,,1,,,,,Metales
AFM910503511,AEES MANUFACTURERA S DE RL DE CV. ,Automotriz,COAHUILA,Torreon,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,1.4698,0,0,,,,1,,,,,Metales
AFM910803713,AEES MANUFACTURERA S DE RL DE CV. ,Equipos y articulos electronicos.  electricos y domesticos,CHIHUAHUA,Juarez,Plomo (polvos respirables.  humos o vapores),Kg,2.75,0,0,0,2140,0,0,0,0,0,0,,,,1,,,,,Metales
AFRLN0803711,ASFALTOS DE LA FRONTERA SA DE CV. ASFALTOS DE LA FRONTERA S.A. DE C.V.,Petroleo y petroquimica,CHIHUAHUA,Juarez,Bioxido de carbono,Kg,970340.26,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AFS1I0500211,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I).  S. DE R.L. DE C.V.. ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I).  S. DE R.L. DE C.V,Articulos y productos metalicos,COAHUILA,Acuna,Niquel (compuestos),Kg,0,0,0,0,0,0,59.82,0,0,0,0,,,,1,,,,,Metales
AGDMC1412011,ACEITES.  GRASAS Y DERIVADOS.  S.A. DE C.V.. AGYDSA,Quimica,JALISCO,Zapopan,Niquel (polvos respirables.  humos o vapores),Kg,0,0,0,0,0,0,0,5139.4,0,0,0,,,,1,,,,,Metales
AGD1404400004,ACEITES GRASAS Y DERIVADOS SA DE CV. AGYDSA  - PLANTA IXTLAHUACaN,Quimica,JALISCO,Ixtlahuacan de los Membrillos,Cromo (compuestos),Kg,0,0,1.1739,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AGD1404400004,ACEITES GRASAS Y DERIVADOS SA DE CV. AGYDSA  - PLANTA IXTLAHUACaN,Quimica,JALISCO,Ixtlahuacan de los Membrillos,Niquel (compuestos),Kg,0,0,1.1739,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AGD1404400004,ACEITES GRASAS Y DERIVADOS SA DE CV. AGYDSA  - PLANTA IXTLAHUACaN,Quimica,JALISCO,Ixtlahuacan de los Membrillos,Plomo (compuestos),Kg,0,0,1.1739,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AGR1904800062,AGRICEL S. A. DE C. V.. ,Quimica,NUEVO LEON,Santa Catarina,Bioxido de carbono,Kg,1259450,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AGR5N2201411,AGROGEN S.A. DE C.V.. ,Quimica,QUERETARO,Queretaro,Cadmio (compuestos),Kg,0,6.11,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AGR5N2201411,AGROGEN S.A. DE C.V.. ,Quimica,QUERETARO,Queretaro,Cromo (compuestos),Kg,0,9.17,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AGR5N2201411,AGROGEN S.A. DE C.V.. ,Quimica,QUERETARO,Queretaro,Niquel (compuestos),Kg,0,6.11,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AGR5N2201411,AGROGEN S.A. DE C.V.. ,Quimica,QUERETARO,Queretaro,Plomo (compuestos),Kg,0,22.92,0,0,0,0,0,0,0,0,0,,,,1,,,,,Metales
AGR5P0801911,AGRI ESTRELLA S DE RL DE CV. Agri-Estrella.  S. de R.L de C.V,Quimica,CHIHUAHUA,Chihuahua,Bioxido de carbono,Kg,1917400,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AGU0901700112,Artes Graficas Unidas.  S.A. de C.V.. ,Otros,DISTRITO FEDERAL,Venustiano Carranza,Niquel (compuestos),Kg,0,0,0,0,0,0,0,0,7.0741,0,0,,,,1,,,,,Metales
AGU0901700112,Artes Graficas Unidas.  S.A. de C.V.. ,Otros,DISTRITO FEDERAL,Venustiano Carranza,Plomo (compuestos),Kg,0,0,0,0,0,0,0,0,3.5592,0,0,,,,1,,,,,Metales
AGU0901700112,Artes Graficas Unidas.  S.A. de C.V.. ,Otros,DISTRITO FEDERAL,Venustiano Carranza,Bioxido de carbono,Kg,831432.2,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AGU0901700112,Artes Graficas Unidas.  S.A. de C.V.. ,Otros,DISTRITO FEDERAL,Venustiano Carranza,Plomo (polvos respirables.  humos o vapores),Kg,0,0,0,0,0,0,1.69,0,0,0,0,,,,1,,,,,Metales
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Arsenico (compuestos),Kg,0,37.3865,0,0,0,0,0,0,47.7546,0,0,,,,1,,,,,Metales
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Cadmio (compuestos),Kg,0,23.3734,0,0,0,0,0,0,14.3264,0,0,,,,1,,,,,Metales
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Cromo (compuestos),Kg,0,66.3598,0,0,0,0,0,0,3247.3094,0,0,,,,1,,,,,Metales
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Mercurio (compuestos),Kg,0,6.235,0,0,0,0,0,0,0.9551,0,0,,,,1,,,,,Metales
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Niquel (compuestos),Kg,0,66.7038,0,0,0,0,0,0,95.5091,0,0,,,,1,,,,,Metales
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Plomo (compuestos),Kg,0,83.7244,0,0,0,0,0,1236,47.7546,0,0,,,,1,,,,,Metales
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Bioxido de nitrogeno,Kg,14572000,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,Gases de Efecto Invernadero
AHM7F0501811,Altos Hornos de Mexico S.A.B. de C.V.. ,Metalurgica (incluye la siderurgica),COAHUILA,Monclova,Cianuro inorganico/organico,Kg,0,473.4,0,0,0,0,0,0,859.5819,0,0,,,,,,,,1,Otras sustancias
